video_id,author_name,comment_text,clean_text,comment_date,comment_likes,replies,engagement,log_likes,log_replies,log_engagement,likes_capped,replies_capped,engagement_capped,word_count,char_len,caps_ratio,aggressive_punct,has_caps,has_aggressive_punct,high_caps,emoji_count,has_emoji,candidate_mentioned,video_title,video_url,sentiment_score,sentiment_label,text_for_bertopic,topic,topic_probability
_AkLQ7SIiiQ,@sybex200,"Sincer, cred ca Simion a primit mai multa atentie decat era nevoie de la presa si mass media. Ce-ar fi sa nu i se mai dea importanta,si sa se vorbeasca despre olimpicii Romaniei tot la fel de mult.","Sincer, cred ca Simion a primit mai multa atentie decat era nevoie de la presa si mass media. Ce-ar fi sa nu i se mai dea importanta,si sa se vorbeasca despre olimpicii Romaniei tot la fel de mult.",2025-05-14 13:13:07+00:00,26,6,32,3.295836866004329,1.9459101490553128,3.49650756146648,26.0,6,32.0,38,197,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.6749961376190186,positive,"sincer, simion primit multa atentie decat era nevoie presa mass media. ce-ar dea importanta,si vorbeasca despre olimpicii romaniei fel mult.",0,1.0
_AkLQ7SIiiQ,@alexandratds9791,"Wow, sunt impresionata - e cea mai buna si dovedita analiza a cine e Simion & Co !!","Wow, sunt impresionata - e cea mai buna si dovedita analiza a cine e Simion & Co !!",2025-05-16 12:20:24+00:00,25,0,25,3.258096538021482,0.0,3.258096538021482,25.0,0,25.0,18,83,0.0,1,0,1,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.91458398103714,positive,"wow, impresionata buna dovedita analiza simion",0,0.36126532853602383
_AkLQ7SIiiQ,@Younes_J.03,"Pe lângă toate subiectele discutate în video, puteți căuta și ""George Simion și neolegionarii din Dobrogea"", un reportaj apărut astăzi.","Pe lângă toate subiectele discutate în video, puteți căuta și ""George Simion și neolegionarii din Dobrogea"", un reportaj apărut astăzi.",2025-05-14 12:27:00+00:00,25,4,29,3.258096538021482,1.6094379124341005,3.4011973816621555,25.0,4,29.0,20,135,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.7628756165504456,positive,"lângă subiectele discutate video, puteți căuta ""george simion neolegionarii dobrogea"", reportaj apărut astăzi.",-1,0.06288369056621887
_AkLQ7SIiiQ,@Lexie2107,"Bună tuturor.... Sunt Alexa, am 37 de ani și locuiesc în Turcia. Și vreau sa va spun  ce înseamnă sa fii condus de un partid de dreapta, populist, conservator......(comm ul asta l am mai postat și pe alt canal pt ca vreau ca lumea sa înțeleagă niște chestii înainte de a decide pe cine votează) In primul rand va zic ca dacă încă nu l ați vazut pe dracu, o sa l vedeți de acum încolo. Dacă credeați ca ""mai rău de atât n are cum sa fie."", va spun ca habar n aveți ce înseamnă răul cu adevărat. Sa fii condus de un partid  de dreapta înseamnă, mai pe scurt, sa taci și sa înghiți, ca dacă te apuca vorba, s ar putea sa vezi soarele din spatele unor gratii. Și nu, nu exagerez cu nimic. Locuiesc în Turcia de 10 ani, am dubla cetățenie și vad zi de zi ce însemna sa trăiești într o astfel de politica. Pai.... Sa va spun.... La știri de la primul jurnal pana la ultimul îl vedem numai pe Erdoğan cum da din melita și vorbește despre despre orice. Știrile sunt de asa fel structurate, ca prezintă o știre despre ceva și hop... Apare asta..... Trece la următorul subiect, hop... Iar apare asta..... Tot timpul este el miezul chiar și n știri care n au legătură cu el sau cu partea politică
A inventat noi sărbători naționale ( ca de ce nu?! El poate)
3a organizat un referendum unde a preluat puterea suprema n stat (chipurile poporul a ales, da da)
Se face pușcărie dacă îndrăznești sa ai o voce împotriva actualei puteri (esti considerat incitator și agitator și instigator la ura)
WhatsApp, Instagram, Twitter si alte platforme sociale când se supăra nea Erdo..... Ne taie accesul la ele.
Plătim taxe de ni se lungesc urechile. Nu știu dacă știți dar, orice automobil aici costa dublu față de cele din Europa (noi sau second hand)... Ca..... Taxe mari.... La fel electronicele.... Aceiași chestie.... Ca.... Taxe! Dacă te gândești să cumperi ""de afara"" sa aduci aici, tre sa înscrii sau sa declari (plătești taxe și ajungi tot la suma aia ca și când ai fi cumpărat de aici). Pleci din tara?! plătești o taxa la ieșire (se aplica doar cetățenilor turci)
Toți oamenii din diferite domenii, oameni puternici ca poziție, funcție realizări profesionale, dacă nu sunt cu Erdo.(sau mai rău, dacă sunt împotriva lui) ... Jos, afara, si/sau pușcărie.
Ziare și televiziuni închise, jurnaliști băgați la pușcărie.
Va întreb eu.....Este scenariul asta pe care l vreți pt România? Credeți că un asemenea mod de a conduce va ""coafează"". Va spun eu ce e un partid de dreapta, e un  semi comunism asa... Adică un comunism mai cu perdea... Un comunism în care ți se creează ideea ca de fapt ești liber când de fapt nu ești. Plătim taxe și când cumpărăm ceva de afara, plătim în funcție de valoarea pachetului.  Și va întreb :credeți ca turcii o duc bine? Credeți ca poporul turc e fericit, are ce le trebuie? Prospera? Va spun eu..... NU!!!! Poporul e sclavul care doar aduce bani la buget și Erdoğan face  el ce vrea. Se construiește într o veselie. Dar cine construiește aici? Arabii! Adică a ""zguduit o"" ca toți cu globalismul cu d astea... Ca să închidă o ușă sl, sa deschidă o alta arabilor care sa vina sa facă matzu mare.... El nu face afaceri cu globalistii, el face afaceri cu arabii.... Ajuta tari precum Siria, India și dracu mai știe pe cine și poporul turc, trage ca măgarul pt ca Domnul președinte e un om cu suflet mare..... Dragul de el ☺️.
Acum voi credeți ca Simion asta e salvatorul vostru, însă ce omiteti este sa înțelegeți faptul ca POLITICA nu e despre binele vostru, e despre la cine e ciolanul.... Cine are vaca de muls....... Și o sa vina ăștia ca să va arate ei ce buni sunt, dar dacă pana acum l am avut pe dracu, acum o sa dam de ta su și dacă credeați ca mai rău nu poate fi habar n aveți ce înseamnă răul cu adevărat. Voi știți ca Erdoğan e pe punctul de a interzice cetățenilor turci sa mai cumpere euro sau dolari? Asta pt ca ii strica lui Feng Shui ul și o sa ajungă lira și mai rău decât e, asta pt ca a luat Erdoğan decizii de capul lui si nu i a pasat ce l au sfătuit experții în domeniul economic și financiar... Ca... Știe el mai bine. Unde s a mai pomenit ca statul sa comande unui cetățean dacă are voie sau nu sa cumpere valuta.... Eeee uite ca asta se pregătește să facă asta. Și căutați pe internet, vorbiți cu turci care sunt pro DEMOCRAȚIE, sa va spună ei cum e cu partidul de dreapta. Când a venit Erdogan la putere credeți ca și a dat in petic din prima... Nici Nici vorba! Prima oara a arătat ce onest, corect și drept e el, făcând putina ""curățenie"".... De fapt și a eliminat concurenta, încet și sigur..... Și pt ca în ultima perioadă de timp lumea s a cam saturat de el, pt ca au început sa înțeleagă, sa vadă ce se întâmplă, primarul Istanbulului s a arătat favorit la următoarele alegeri prezidențiale care vor avea loc peste câțiva ani.... Și cum Erdogan a simțit ca i se cam clatină pământul de sub picioare, l a băgat la pușcărie de pe acum, preventiv..... Asta va așteaptă! Asta o sa aveți cu partidele de DREAPTA!!!! Nu va gândiți ca vor face ăștia mai bine si/sau mai mult..... Dati le puterea și o sa vedeți de ce sunt capabili. Dar după sa nu mai plângeți tot voi...... Asumați va alegerile, ca se presupune ca le faceți total conștient și responsabil","Bună tuturor.... Sunt Alexa, am 37 de ani și locuiesc în Turcia. Și vreau sa va spun ce înseamnă sa fii condus de un partid de dreapta, populist, conservator......(comm ul asta l am mai postat și pe alt canal pt ca vreau ca lumea sa înțeleagă niște chestii înainte de a decide pe cine votează) In primul rand va zic ca dacă încă nu l ați vazut pe dracu, o sa l vedeți de acum încolo. Dacă credeați ca ""mai rău de atât n are cum sa fie."", va spun ca habar n aveți ce înseamnă răul cu adevărat. Sa fii condus de un partid de dreapta înseamnă, mai pe scurt, sa taci și sa înghiți, ca dacă te apuca vorba, s ar putea sa vezi soarele din spatele unor gratii. Și nu, nu exagerez cu nimic. Locuiesc în Turcia de 10 ani, am dubla cetățenie și vad zi de zi ce însemna sa trăiești într o astfel de politica. Pai.... Sa va spun.... La știri de la primul jurnal pana la ultimul îl vedem numai pe Erdoğan cum da din melita și vorbește despre despre orice. Știrile sunt de asa fel structurate, ca prezintă o știre despre ceva și hop... Apare asta..... Trece la următorul subiect, hop... Iar apare asta..... Tot timpul este el miezul chiar și n știri care n au legătură cu el sau cu partea politică A inventat noi sărbători naționale ( ca de ce nu?! El poate) 3a organizat un referendum unde a preluat puterea suprema n stat (chipurile poporul a ales, da da) Se face pușcărie dacă îndrăznești sa ai o voce împotriva actualei puteri (esti considerat incitator și agitator și instigator la ura) WhatsApp, Instagram, Twitter si alte platforme sociale când se supăra nea Erdo..... Ne taie accesul la ele. Plătim taxe de ni se lungesc urechile. Nu știu dacă știți dar, orice automobil aici costa dublu față de cele din Europa (noi sau second hand)... Ca..... Taxe mari.... La fel electronicele.... Aceiași chestie.... Ca.... Taxe! Dacă te gândești să cumperi ""de afara"" sa aduci aici, tre sa înscrii sau sa declari (plătești taxe și ajungi tot la suma aia ca și când ai fi cumpărat de aici). Pleci din tara?! plătești o taxa la ieșire (se aplica doar cetățenilor turci) Toți oamenii din diferite domenii, oameni puternici ca poziție, funcție realizări profesionale, dacă nu sunt cu Erdo.(sau mai rău, dacă sunt împotriva lui) ... Jos, afara, si/sau pușcărie. Ziare și televiziuni închise, jurnaliști băgați la pușcărie. Va întreb eu.....Este scenariul asta pe care l vreți pt România? Credeți că un asemenea mod de a conduce va ""coafează"". Va spun eu ce e un partid de dreapta, e un semi comunism asa... Adică un comunism mai cu perdea... Un comunism în care ți se creează ideea ca de fapt ești liber când de fapt nu ești. Plătim taxe și când cumpărăm ceva de afara, plătim în funcție de valoarea pachetului. Și va întreb :credeți ca turcii o duc bine? Credeți ca poporul turc e fericit, are ce le trebuie? Prospera? Va spun eu..... NU!!!! Poporul e sclavul care doar aduce bani la buget și Erdoğan face el ce vrea. Se construiește într o veselie. Dar cine construiește aici? Arabii! Adică a ""zguduit o"" ca toți cu globalismul cu d astea... Ca să închidă o ușă sl, sa deschidă o alta arabilor care sa vina sa facă matzu mare.... El nu face afaceri cu globalistii, el face afaceri cu arabii.... Ajuta tari precum Siria, India și dracu mai știe pe cine și poporul turc, trage ca măgarul pt ca Domnul președinte e un om cu suflet mare..... Dragul de el ☺️. Acum voi credeți ca Simion asta e salvatorul vostru, însă ce omiteti este sa înțelegeți faptul ca POLITICA nu e despre binele vostru, e despre la cine e ciolanul.... Cine are vaca de muls....... Și o sa vina ăștia ca să va arate ei ce buni sunt, dar dacă pana acum l am avut pe dracu, acum o sa dam de ta su și dacă credeați ca mai rău nu poate fi habar n aveți ce înseamnă răul cu adevărat. Voi știți ca Erdoğan e pe punctul de a interzice cetățenilor turci sa mai cumpere euro sau dolari? Asta pt ca ii strica lui Feng Shui ul și o sa ajungă lira și mai rău decât e, asta pt ca a luat Erdoğan decizii de capul lui si nu i a pasat ce l au sfătuit experții în domeniul economic și financiar... Ca... Știe el mai bine. Unde s a mai pomenit ca statul sa comande unui cetățean dacă are voie sau nu sa cumpere valuta.... Eeee uite ca asta se pregătește să facă asta. Și căutați pe internet, vorbiți cu turci care sunt pro DEMOCRAȚIE, sa va spună ei cum e cu partidul de dreapta. Când a venit Erdogan la putere credeți ca și a dat in petic din prima... Nici Nici vorba! Prima oara a arătat ce onest, corect și drept e el, făcând putina ""curățenie"".... De fapt și a eliminat concurenta, încet și sigur..... Și pt ca în ultima perioadă de timp lumea s a cam saturat de el, pt ca au început sa înțeleagă, sa vadă ce se întâmplă, primarul Istanbulului s a arătat favorit la următoarele alegeri prezidențiale care vor avea loc peste câțiva ani.... Și cum Erdogan a simțit ca i se cam clatină pământul de sub picioare, l a băgat la pușcărie de pe acum, preventiv..... Asta va așteaptă! Asta o sa aveți cu partidele de DREAPTA!!!! Nu va gândiți ca vor face ăștia mai bine si/sau mai mult..... Dati le puterea și o sa vedeți de ce sunt capabili. Dar după sa nu mai plângeți tot voi...... Asumați va alegerile, ca se presupune ca le faceți total conștient și responsabil",2025-05-14 15:26:42+00:00,24,4,28,3.218875824868201,1.6094379124341005,3.367295829986474,24.0,4,28.0,965,5190,0.0041450777202072,14,1,1,0,1,1,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.858529806137085,negative,"bună tuturor.... alexa, ani locuiesc turcia. înseamnă condus partid dreapta, populist, conservator......(comm asta postat canal lumea înțeleagă niște chestii înainte decide votează) primul rand încă ați dracu, vedeți încolo. credeați ""mai atât fie."", habar aveți înseamnă răul adevărat. condus partid dreapta înseamnă, scurt, taci înghiți, apuca vorba, soarele spatele unor gratii. nu, exagerez nimic. locuiesc turcia ani, dubla cetățenie însemna trăiești într politica. pai.... spun.... știri primul jurnal ultimul erdoğan melita vorbește despre despre orice. știrile asa fel structurate, prezintă știre despre hop... apare asta..... trece următorul subiect, hop... apare asta..... timpul miezul știri legătură partea politică inventat sărbători naționale nu?! poate) organizat referendum preluat puterea suprema stat (chipurile poporul ales, da) pușcărie îndrăznești voce împotriva actualei puteri (esti considerat incitator agitator instigator ura) whatsapp, instagram, twitter alte platforme sociale supăra nea erdo..... taie accesul ele. plătim taxe lungesc urechile. știu știți dar, orice automobil costa dublu față europa (noi second hand)... ca..... taxe mari.... fel electronicele.... aceiași chestie.... ca.... taxe! gândești cumperi ""de afara"" aduci aici, tre înscrii declari (plătești taxe ajungi suma aia cumpărat aici). pleci tara?! plătești taxa ieșire (se aplica cetățenilor turci) oamenii diferite domenii, oameni puternici poziție, funcție realizări profesionale, erdo.(sau rău, împotriva lui) ... jos, afara, si/sau pușcărie. ziare televiziuni închise, jurnaliști băgați pușcărie. întreb eu.....este scenariul asta vreți românia? credeți mod conduce ""coafează"". partid dreapta, semi comunism asa... adică comunism perdea... comunism creează ideea fapt ești liber fapt ești. plătim taxe cumpărăm afara, plătim funcție valoarea pachetului. întreb :credeți turcii duc bine? credeți poporul turc fericit, trebuie? prospera? eu..... nu!!!! poporul sclavul aduce bani buget erdoğan vrea. construiește într veselie. construiește aici? arabii! adică ""zguduit globalismul astea... închidă ușă sl, deschidă arabilor facă matzu mare.... afaceri globalistii, afaceri arabii.... ajuta tari siria, india dracu știe poporul turc, trage măgarul domnul președinte suflet mare..... dragul ☺️. credeți simion asta salvatorul vostru, însă omiteti înțelegeți faptul politica despre binele vostru, despre ciolanul.... vaca muls....... ăștia arate buni sunt, avut dracu, dam credeați habar aveți înseamnă răul adevărat. știți erdoğan punctul interzice cetățenilor turci cumpere euro dolari? asta strica feng shui ajungă lira decât asta erdoğan decizii capul pasat sfătuit experții domeniul economic financiar... ca... știe bine. pomenit statul comande cetățean voie cumpere valuta.... eeee uite asta pregătește facă asta. căutați internet, vorbiți turci pro democrație, spună partidul dreapta. erdogan putere credeți dat petic prima... vorba! prima oara arătat onest, corect drept el, făcând putina ""curățenie"".... fapt eliminat concurenta, încet sigur..... ultima perioadă timp lumea saturat el, început înțeleagă, vadă întâmplă, primarul istanbulului arătat favorit următoarele alegeri prezidențiale loc peste câțiva ani.... erdogan simțit clatină pământul sub picioare, băgat pușcărie acum, preventiv..... asta așteaptă! asta aveți partidele dreapta!!!! gândiți ăștia si/sau mult..... dati puterea vedeți capabili. după plângeți voi...... asumați alegerile, presupune faceți total conștient responsabil",7,0.3040732240195694
_AkLQ7SIiiQ,@madalinaceciuleac3998,"La toate aparițiile (disparițiile) lui Simion de la dezbateri i-am scris: ,,Hai la debate, băiețaș "" cum îi urlau Simioff și Mike The German lui Silviu 😂😂","La toate aparițiile (disparițiile) lui Simion de la dezbateri i-am scris: ,,Hai la debate, băiețaș "" cum îi urlau Simioff și Mike The German lui Silviu 😂😂",2025-05-14 12:28:55+00:00,18,0,18,2.9444389791664403,0.0,2.9444389791664403,18.0,0,18.0,27,154,0.0,0,0,0,0,1,1,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.7193257808685303,positive,"aparițiile (disparițiile) simion dezbateri i-am scris: ,,hai debate, băiețaș urlau simioff mike the german silviu",-1,0.0464845521021712
_AkLQ7SIiiQ,@BeeLightened,Simion ar spune orice numai ca sa primeasca voturi. Nici el nu crede ce zice,Simion ar spune orice numai ca sa primeasca voturi. Nici el nu crede ce zice,2025-05-14 13:59:25+00:00,14,1,15,2.70805020110221,0.6931471805599453,2.772588722239781,14.0,1,15.0,15,76,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.7838765382766724,negative,simion orice primeasca voturi.,0,0.2847130980394519
_AkLQ7SIiiQ,@jackiecianura,M-ai convins... votez Nicusor Dan!,M-ai convins... votez Nicusor Dan!,2025-05-14 13:17:03+00:00,12,0,12,2.5649493574615367,0.0,2.5649493574615367,12.0,0,12.0,5,34,0.0,1,0,1,0,0,0,dan,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.9227368235588074,negative,m-ai convins... votez nicusor dan!,21,0.5217326530077909
_AkLQ7SIiiQ,@ephemeralsoul95,🩵Confirmarea unei vedenii din Athos legată de alegeri! Cautati o.chilie athonita.  dl.NICUSOR A FOST VAZUT MANEVRAT DE O.FIARA SI ALB INERT. Muntele athos a spus ca Dl Nicu e raul mare! 🩵,🩵Confirmarea unei vedenii din Athos legată de alegeri! Cautati o.chilie athonita. dl.NICUSOR A FOST VAZUT MANEVRAT DE O.FIARA SI ALB INERT. Muntele athos a spus ca Dl Nicu e raul mare! 🩵,2025-05-16 19:47:12+00:00,11,0,11,2.4849066497880004,0.0,2.4849066497880004,11.0,0,11.0,32,186,0.25,2,1,1,1,0,0,dan,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.7104448676109314,positive,🩵confirmarea vedenii athos legată alegeri! cautati o.chilie athonita. dl.nicusor manevrat o.fiara alb inert. muntele athos nicu raul mare!,0,0.5560259076440938
_AkLQ7SIiiQ,@teocioata,Acest domn Gadea dintr-un univers paralel m-a convins sa votez Nicusor Dan in mai multe sate.,Acest domn Gadea dintr-un univers paralel m-a convins sa votez Nicusor Dan in mai multe sate.,2025-05-14 12:57:15+00:00,10,0,10,2.3978952727983707,0.0,2.3978952727983707,10.0,0,10.0,16,93,0.0,0,0,0,0,0,0,dan,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.690622866153717,positive,domn gadea dintr-un univers paralel m-a convins votez nicusor dan multe sate.,0,0.5256866967178684
_AkLQ7SIiiQ,@bimbisor1990,"La Simion, interesul poarta fesul, si locuieste intr-o casa de 35000 euro.","La Simion, interesul poarta fesul, si locuieste intr-o casa de 35000 euro.",2025-05-14 13:59:57+00:00,8,0,8,2.19722457733622,0.0,2.19722457733622,8.0,0,8.0,12,74,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.5191840529441833,negative,"simion, interesul poarta fesul, locuieste intr-o casa 35000 euro.",0,0.7136720725105533
_AkLQ7SIiiQ,@emilieanichim7793,Simion deja incepe sa planga ca va fi furat.,Simion deja incepe sa planga ca va fi furat.,2025-05-14 14:54:23+00:00,7,1,8,2.079441541679836,0.6931471805599453,2.19722457733622,7.0,1,8.0,9,44,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.8418115377426147,positive,simion deja incepe planga furat.,0,0.31210190981991504
